UNICA ATACADISTA DE TINTAS

FORNECEDORES - COMPLETO 31/08/2026 19:55

Cadastro Inicial : TODOS
Cadastro Final : TODOS
Atividade : TODOS
Material para Revenda : TODOS
Situação : ATIVOS
Ordenar por : CÓDIGO
Destino : CSV

CÓDIGO;NOME DO FORNECEDOR;ENDEREÇO;BAIRRO;CIDADE;UF;;C.E.P.;CAIXA POSTAL;C.P.F./C.N.P.J.;INSC. ESTADUAL;;CONTATO;DATA DE CADASTRO;TELEFONE;FAX
"00000456";"BSB PRODUTORA DE EQUIPAMENTOS DE PROTEÇÃO";"RUA RUI BARBOSA 1600 JARDIM DAS CAMELIAS";"";"ELDORADO";"MS";" ";"79970000";"";"10472968000921";"";" ";"";30/12/2019;"67 34735400";""
"00000457";"TRANSPORTADORA EXATA CARGO LTDA ME";"AV PAPA JOAO PAULO I";"JARDIM DAS NACOES";"GUARULHOS";"SP";" ";"07183495";"";"06186733000220";"336942124118";" ";"";16/01/2020;"";""
"00000458";"MARGIL MARMORES E GRANITOS INDEPEDENCIA LTDA - EPP";"ROD BR 101 SUL, 0 , KM 419";"INDEPEDENCIA";"ATÍLIO VIVÁCQUA";"ES";" ";"29490000";"";"32416364000143";"081294484";" ";"";20/02/2020;"28 35385100";""
"00000459";"CASA DA MADEIRA LTDA";"SIA TRECHO 2 LT 1235 E 1245";"";"GUARA";"DF";" ";"71200026";"";"05197310000323";"";" ";"";06/03/2020;"61 30223131";""
"00000460";"SANTINT DO BRASIL";"RUA ROSA KASINSKI";"CAPUAVA";"MAUÁ";"SP";" ";"09380128";"";"27389686000100";"442354602118";" ";"";10/03/2020;"";""
"00000461";"UNICA ATACADISTA DE TINTAS LTDA";"ST SCIA QUADRA 14 CONJUNTO 10";"ZONA INDUSTRIAL (GUARA)";"BRASILIA";"DF";" ";"71250150";"";"36517206000130";"0796821400109";" ";"";24/03/2020;"";""
"00000462";"CENTRO OESTE COM.E SERV.DE ELETRONICOS LTDA";"AV CENTRAL BLOCO 1185";"NUCLEO BANDEIRANTE";"BANDEIRANTE";"DF";" ";"71710027";"";"08648769000122";"";" ";"";30/03/2020;"";""
"00000463";"PANATEL TELEIFORMATICA LTDA";"SCS QD02 BLOCO C N 104 SALA 610";"";"ASA SUL";"DF";" ";"70317900";"";"02940257000159";"";" ";"";31/03/2020;"61 32024646";""
"00000464";"GMAD GRUPO MASCOMPEN";"SIA TRECHO 2 LOTE 1235";"";"GUARA";"DF";" ";"71200026";"";"08933586000159";"";" ";"";31/03/2020;"";""
"00000465";"REVILLE COMERCIO E REFRIGERAÇÃO LTDA";"RUA 11 LOTE 31 POLO DE MODAS";"";"GUARA";"DF";" ";"71070511";"";"24934648000284";"";" ";"";09/04/2020;"61 33013440";""
"00000466";"MOVIMINAS COMERCIO E REPRESENTACOES LTDA";"SETOR SCIA QUADRA 14 CONJUNTO 8";"ZONA INDUSTRIAL (GUARA)";"BRASILIA";"DF";" ";"71250140";"";"01677284000541";"0747100800204";" ";"";15/04/2020;"61 33563733";""
"00000467";"CIA BRASILEIRA DE DISTRINUIÇÃO";"SMAS S/N TRECHO 03 CONJUNTO 5";"";"GUARA";"DF";" ";"71215300";"";"47508411116456";"";" ";"";20/04/2020;"61 87019200";""
"00000468";"REDE EPI EQUIPAMENTOS DE SEGURANÇA LTDA";"RUA 5 CHACARA 96";"VICENTE PIRES";"BRASILIA";"DF";" ";"79000000";"";"18428558000219";"";" ";"";23/04/2020;"";""
"00000469";"EQUIPOMAQUINAS COMERCIO E ASSISTENCIA TECNICA LTDA";"2 AVENIDA LT 1425 LOJA 1";"";"NUCLEO BANDEIRANTE";"DF";" ";"71710555";"";"02528772000126";"";" ";"";06/05/2020;"61 33865728";""
"00000470";"CIELO S.A";"XINGU";"ALPHAVILLE";"BARUERI";"SP";" ";"06455030";"";"01027058000191";"";" ";"";07/05/2020;"11 21847600";""
"00000471";"RESICOLOR INDUSTRIA DE PRODUTOS LTDA";"AVENIDA PERIMETRAL NORTE QD LOTE 1 E 2";"";"PALMEIRAS DE GOIÁS";"GO";" ";"76190000";"";"95800637000926";"";" ";"";11/05/2020;"64 35718200";""
"00000472";"MG VIDROS AUTOMOTIVOS LTDA";"SIA SUL TRECHO 2 LOTES 810 A 840";"GUARA";"CIDADE CONVERSAO";"DF";" ";"71200020";"";"07571746000366";"0748350400236";" ";"";12/05/2020;"61 21086800";""
"00000473";"NEWPAD PRODUTOS AUTOMOTIVOS LTDA";"RUA JOAO DE BARRO 207 VILA AYROSA";"";"OSASCO";"SP";" ";"03280090";"";"12377117000178";"";" ";"DONI";13/05/2020;"11 35992822";""
"00000474";"ETIPLAST - IND. COM. ETIQUETAS LTDA";"QI 12";"TAGUATINGA NORTE";"CIDADE CONVERSAO";"DF";" ";"72135120";"";"12521222000139";"0754721800126";" ";"";20/05/2020;"61 33557400";""
"00000475";"INDUSTRIA E COMERCIO DE POLIDORES PEROLA LTDA";"R AMAZONAS 2786 NOVA GERTY";"";"PORTO AMAZONAS";"PR";" ";"09540204";"";"59307991000100";"";" ";"";21/05/2020;"11 42385844";""
"00000476";"SOL COMERCIO E SERVIÇOS DE INFORMATICA LTDA";"SCLRN 703 BLOCO D LOJAS 21 E 23";"ASA NORTE";"ASA NORTE";"DF";" ";"70730514";"";"07607904000129";"";" ";"";22/05/2020;"";""
"00000477";"ELETRICA PADRÃO";"AV ALFREDO NASSER QD 01 LOTE 08";"";"LUZIÂNIA";"GO";" ";"72814510";"";"00448910000131";"";" ";"";09/06/2020;"";""
"00000478";"LOG 100 TRANSPORTES EIRELI_TBS";"RUA GUARACIABA 428 TERREO FDS CHACARA CALIFORNIA";"SAO PAULO";"SAO  PAULO";"SP";" ";"03404000";"";"16926574000206";"";" ";"";12/06/2020;"11 39361100";""
"00000479";"BAND INSTALAÇÃO TELECOMUNICAÇÃO LTDA";"ST SPLM CONJ 06 LOTE 11";"NUCLEO BANDEIRANTE";"BRASILIA";"DF";" ";"71732060";"";"20321141000113";"";" ";"";18/06/2020;"";""
"00000480";"SAGA MOTORS";"AV COMERCIAL S/N TAGUARI";"LAGO NORTE";"BRASILIA";"DF";" ";"70630000";"";"05471879000416";"";" ";"";18/06/2020;"61 35779000";""
"00000481";"MADEREIRA SIA FORT INS.COM, DE MAD. EIRELI";"SIA SUL TRECHO 2 LOTES 1055/1065";"";"BRASILIA";"DF";" ";"71200020";"";"02776314000106";"";" ";"";22/06/2020;"61 32346688";""
"00000482";"LIRA APARECIDA DE SOUZA CALDAS REIS";"R GONÇALVES DIAS QUADRA LOTE 24";"LUZIANIA";"LUZIÂNIA";"GO";" ";"72804010";"";"12873094000192";"";" ";"";22/06/2020;"";""
"00000483";"JRL FERRAGENS LTDA";"AVENIDA ALFREDO NASSER QUADRA 78 LOTE 06/28";"";"LUZIÂNIA";"GO";" ";"72804010";"";"05966141000187";"";" ";"";22/06/2020;"";""
"00000484";"UTILAR - UTILIDADES E PRESENTES EIRELI - EPP";"Q RUA DO COMERCIO QUADRA 58";"";"LUZIÂNIA";"GO";" ";"72800010";"";"12860384000100";"";" ";"";23/06/2020;"";""
"00000485";"PLASTINI SACOLAS";"RUA FLORIANO MIRANDA,115";"RUA FLORIANO MIRANDA,115";"SAO  PAULO";"SP";" ";"08341390";"";"21242285000147";"";" ";"";24/06/2020;"";""
"00000486";"REI DAS FONTES";"SIA TRECHO 07 CONJUNTO D MOD 03";"";"BRASILIA";"DF";" ";"71208900";"";"37055712000118";"";" ";"";25/06/2020;"";""
"00000487";"ELETRICA PADRÃO";"AV ALFREDO NASSER QUADRA 01 LOTE 08";"MANDU LUZIANIA";"LUZIÂNIA";"GO";" ";"72814510";"";"00448910000131";"";" ";"";25/06/2020;"";""
"00000488";"DAUTO TINTAS";"AV ALFREDO NASSER";"SETOR MANU II";"LUZIÂNIA";"GO";" ";"72814510";"";"36113768000119";"";" ";"";25/06/2020;"";""
"00000489";"ELETROSOM S.A";"RUA SAO BENTO 520";"MONTE CARMELO";"MONTE CARMELO";"MG";" ";"72000000";"";"22164990001884";"";" ";"";29/06/2020;"";""
"00000490";"QUITANDA E CONFEITARIA SAO JUDAS TADEU LTDA";"EUA AMERICANO DO BRASIL 191 CENTRO";"LUZIANIA";"LUZIÂNIA";"GO";" ";"72800570";"";"11305974000108";"";" ";"";29/06/2020;"";""
"00000491";"A ALTA PRESSÃO";"SIA TRECHO 03 LOTES 570/580";"";"BRASILIA";"DF";" ";"71200003";"";"00674932000110";"";" ";"";03/07/2020;"";""
"00000492";"SCHWEERS METALURGICA EIRELI";"R.ITAJAI 1617";"VORSTADT";"BLUMENAU";"SC";" ";"89015200";"";"81311276000192";"";" ";"";06/07/2020;"47992320029";""
"00000493";"BRASILIA NOVIDADES";"CNG 07 LOTE 09 LOJA 101";"TAGUATINGA NORTE";"BRASILIA";"DF";" ";"72130075";"";"04976091000156";"";" ";"";07/07/2020;"";""
"00000494";"QUALIFORTE INDISTRIA E COMERCIO DE RECICLAGEM";"SETOR INDUSTRIAL CEILANDIA";"CEILANDIA";"BRASILIA";"DF";" ";"72265060";"";"18082544000105";"";" ";"";08/07/2020;"";""
"00000495";"FLYNET TELECOM LTDA";"R.SEB.CARNEIRO DE MENDONÇA S/N SETOR MANDU";"SETOR MANDU";"LUZIÂNIA";"GO";" ";"72814560";"";"09408264000153";"";" ";"";13/07/2020;"";""
"00000496";"ENEL";"RUA NUMERO 02 QUADRA A-37 NUMERO 505";"JD.GOIAS";"LUZIÂNIA";"GO";" ";"74800518";"";"01543032000104";"";" ";"";13/07/2020;"";""
"00000497";"DIGITAL WORLD LTDA";"AVENIDA INDEPENDENCIA QUADRA X LOTE 15";"SETOR AEROPORTO";"GOIÂNIA";"GO";" ";"74070010";"";"08906780000145";"";" ";"";14/07/2020;"62 30958900";""
"00000498";"ANDAIMES REMO";"SAAN QUADRA 02 SN LOTES 1225/35";"SAAN";"BRASILIA";"DF";" ";"70632200";"";"01596600000127";"";" ";"";15/07/2020;"";""
"00000500";"FUJIOKA ELETRO IMAGUM";"RUA PORTO NACIONAL NUMERO 265 QUADRA 57 LOTES 01/35";"";"GOIÂNIA";"GO";" ";"74675690";"";"01008713004909";"";" ";"";20/07/2020;"";""
"00000501";"SUPER ADEGA";"SIA TRECHO 12 LOTE 05";"SIA";"BRASILIA";"DF";" ";"72000000";"";"07738069000166";"";" ";"";21/07/2020;"";""
"00000502";"O.V.D. IMPORTADORA E DISTRIBUIDORA LTDA";"AV MARIA E L SANTOS AREA 02 QUADRA 16";"APARECIDA DE GOIANIA";"GOIÂNIA";"GO";" ";"74993530";"";"76635689001326";"104363185";" ";"PEDRO";23/07/2020;"";""
"00000503";"MARWELL INDUSTRIA LTDA";"AVENIDA DOUTOR ULYSSES GUIMARAES 1065";"DIADEMA";"SAO  PAULO";"SP";" ";"09990625";"";"11997364000104";"";" ";"";27/07/2020;"";""
"00000504";"MIRKA BRASIL LTDA";"ROD PRES CASTELO BRANCO 30,5 ESTRADA DO INGAI";"BARUERI";"SAO  PAULO";"SP";" ";"06421400";"";"08158054000272";"";" ";"";28/07/2020;"11 55433639";""
"00000506";"FABIO PEREIRA DE SOUZA";"QUADRA 114 LOTE 2";"SETOR OCIDENTE DA VILA BRASILIA";"APARECIDA DE GOIÂNIA";"GO";" ";"74905795";"";"22846044000170";"106379283";" ";"";30/07/2020;"";""
"00000507";"GRAFICA ITALIANA LTDA EPP";"SRIA QE 40 CONJUNTO LOTE 9 SALA 102";"GURA II";"BRASILIA";"DF";" ";"71070092";"";"33506874000174";"";" ";"";30/07/2020;"61 33811842";""
"00000508";"MARLUVAS EQUIPAMENTOS DE SEGURANÇA LTDA";"RUA 7 AREA 1,210";"DORES DE CAMPO";"MINAS GERAIS";"MG";" ";"39445000";"";"19653054001903";"";" ";"LENO";03/08/2020;"32 36934000";""
"00000509";"ALINE MITALLY MONTEIRO";"RUA SERRA DE ITABAIANA 816";"PARQUE SANTA MADALENA";"SAO  PAULO";"SP";" ";"03981040";"";"28069098000152";"";" ";"";07/08/2020;"11 27196888";""
"00000510";"FIO URBANO COM CENFEC EIRELI";"QSD 2 LOTE 8 LOJA 01";"TAGUATINGA";"BRASILIA";"DF";" ";"72000000";"";"21093670000170";"";" ";"";13/08/2020;"";""
"00000511";"GL MOVEIS";"SHCS W3 SUL QUADRA 514 BLOCO A LOJA 41";"ASA SUL";"BRASILIA";"DF";" ";"70380515";"";"05576489000168";"";" ";"";17/08/2020;"";""
"00000512";"POTENCIA EMBALAGENS";"RUA AIMORÉS QUADRA L LOTE 22";"";"GOIÂNIA";"GO";" ";"74691420";"";"11773789000130";"";" ";"";19/08/2020;"62 32934461";""
"00000513";"BSB PRODUTORA DE EQUIPAMENTOS DE PROTECAO INDIVIDUAL SA";"AV SAO PAULO";"JARDIM GUANABARA";"GUAPIRANGA";"SP";" ";"16403266";"";"10472968000506";"419131814119";" ";"";25/08/2020;"14 35332200";""
"00000514";"J.P SILVA INFORMATICA LTDA";"A SIAS TR 7 NUMERO 100 SCE CONJUNTO C QUIOSQUE 11";"SIA";"BRASILIA";"DF";" ";"71208900";"";"10299182000105";"";" ";"";27/08/2020;"";""
"00000515";"INFOR DF TELECOM";"QS 08 AV AGUAS CLARAS LOTE  58C SALA 201";"AGUAS CLARAS";"BRASILIA";"DF";" ";"71070042";"";"11195968000137";"";" ";"";04/09/2020;"";""
"00000516";"EBR PLACAS";"SIG 06 LOTE 1205SALA 04";"";"BRASILIA";"DF";" ";"70610460";"";"09510510000183";"";" ";"";10/09/2020;"";""
"00000517";"JCL COMERCIO ATACADISTA DE EMBALAGENS";"QI QUADRA 06 LOTE 73";"";"BRASILIA";"DF";" ";"72265060";"";"34284610000186";"";" ";"";11/09/2020;"61983531415";""
"00000518";"SUPRIMENTOS DISTRIBUIÇÃO DE PAPELARIA LTDA ME";"QNG QUADRA 40 LOTE 14 LOJASA / B";"TAGUATINGA";"BRASILIA";"DF";" ";"70000000";"";"11707806000130";"";" ";"";29/09/2020;"";""
"00000519";"SÓ REPAROS";"TRECHO SIA TRECHO 1 LOTES  1010/40";"";"BRASILIA";"DF";" ";"71200010";"";"26443804000159";"";" ";"";13/10/2020;"61 34037000";""
"00000520";"DEMACOL";"CNN 2 BLOCO D LOTES 01 A07";"";"BRASILIA";"DF";" ";"72220500";"";"38066684000105";"";" ";"";13/10/2020;"61 34719500";""
"00000521";"SKYLACK TINTAS E VERNIZES LTDA";"ESTRADA DO JURUMMIM 570 CANJICA";"SAO PAULO";"SAO  PAULO";"SP";" ";"13324180";"";"02056701000178";"600117162111";" ";"BORGES";23/10/2020;"11 46029090";""
"00000522";"DJF Comercial de Papelaria Ltda. - ME";"QNM 17 Conjunto  E  Lote 02 Loja e Sobreloja";"CEILANDIA SUL (CEILANDIA)";"CIDADE CONVERSAO";"DF";" ";"72215175";"";"01026749000170";"0796185100146";" ";"";12/11/2020;"61 39650456";""
"00000523";"INOVA PRINT SULUÇOES EM IMPRESSAO LTDA";"QUADRA SAAN 31 LOTE 420,420";"SAAN";"BRASILIA";"DF";" ";"70632310";"";"22215128000105";"";" ";"";08/12/2020;"";""
"00000524";"SIA COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA";"TR SIA TRECHO 02 LOTES 710 E 720 LOJA 1";"SIA";"BRASILIA";"DF";" ";"71200021";"";"34041489000161";"";" ";"";09/12/2020;"";""
"00000525";"L F SILVA MALOTES E BRINDES";"AV SAO JOSE DO RIO PRETO";"SAO PAULO";"SÃO JOSÉ DO RIO PRETO";"SP";" ";"15044000";"";"24299413000187";"";" ";"";09/12/2020;"";""
"00000526";"CARTS ESTETICA AUTOMOTIVA E RESIDENCIAL LTDA";"QUADRA SCLRN 709 BLOCO D, 19, W3 NORTE";"ASA NORTE";"BRASILIA";"DF";" ";"70750514";"";"35057000000102";"0794231600146";" ";"";15/12/2020;"61999948899";""
"00000527";"CDL-DF";"SIA TRECHO 17 VIA IA-4, LOTE 815";"ZONA INDUSTRIAL";"BRASILIA";"DF";" ";"71200260";"";"00114868000112";"";" ";"";17/12/2020;"61 32181400";""
"00000528";"EXITO CONTABILIDADE EIRELI";"ST SCS QUADRA 6 BLOCO A";"ASA SUL";"BRASILIA";"DF";" ";"70326900";"";"29859815000102";"";" ";"";17/12/2020;"";""
"00000529";"ALGAR TELECOM S/A";"NA RUA JOSÉ ALVES";"UBERLÂNDIA";"UBERLÂNDIA";"MG";" ";"72000000";"";"71208516000174";"";" ";"";17/12/2020;"";""
"00000530";"NOVACIA WEB TECNOLOGIA";"ADE CONJUNTO 23 LOTE 16 SALA 10";"AGUAS CLARAS";"AGUAS  CLARAS";"DF";" ";"71990180";"";"14845850000103";"";" ";"";21/12/2020;"";""
"00000531";"CASA DO MARCENEIRO";"RUA 11 QUADRA 27 LOTE 34";"MORADA NOBRE";"VALPARAISO";"GO";" ";"72870366";"";"15122835000272";"";" ";"";23/12/2020;"";""
"00000532";"MARLUVAS EQUIPAMENTOS DE SEGURANÇA LTDA";"RODOVIA FERNAO DIAS";"DISTRITO INDUSTRIAL";"TRÊS CORAÇÕES";"MG";" ";"37418760";"";"19653054003604";"2300912712235";" ";"";28/12/2020;"32 36934000";""
"00000533";"DISTRITAL COMERCIO DE TINTAS LTDA";"ADE CONJUNTO 19 LT 36/37";"AGUAS CLARAS";"BRASILIA";"DF";" ";"71989000";"";"23781742000105";"0774583600130";" ";"";28/12/2020;"";""
"00000534";"AKZO NOBEL LTDA";"AV PAPA JOAO XXIII";"VILA CARLINA";"MAUÁ";"SP";" ";"09370901";"";"60561719009503";"442230026110";" ";"PEDRO";19/01/2021;"11 45435511";""
"00000535";"KBAL FABRICA DE CAMISETAS";"QUADRA 3 CONJUNTO C LOTE 20";"PLANALTINA";"BRASILIA";"DF";" ";"73340000";"";"22525691000180";"";" ";"";27/01/2021;"";""
"00000536";"AWSM COMERCIO VAREJISTA";"SIA TRECHO 7 NUMERO 100 CONJUNTO D QUIOSQUE 07 FEIRA DOS IMP";"SIA";"BRASILIA";"DF";" ";"71200070";"";"32101960000134";"";" ";"";28/01/2021;"";""
"00000537";"RENAUT BR FRANCE";"AV COMERCIAL LOTE 4 04 SETOR HABITACIONAL TAQUARI";"LAGO NORTE";"BRASILIA";"DF";" ";"71551010";"";"72628407000179";"";" ";"";03/02/2021;"61 35351020";""
"00000538";"L E J SERVIÇOS GRAFICOS";"SETOR SIG CONJUNTO S/N 09 LOJA 01";"TAGUATINGA NORTE";"BRASILIA";"DF";" ";"72153506";"";"28487641000131";"";" ";"";03/02/2021;"";""
"00000539";"SAFIRA COMERCIAL EIRELI-ME";"QI 16 LOTES 08 - 10";"";"BRASILIA";"DF";" ";"72135160";"";"26746569000194";"";" ";"";17/02/2021;"61 60136828";""
"00000540";"POLI WAX";"SCRN 706/707 BLOCO  B 38";"ASA NORTE";"BRASILIA";"DF";" ";"70740620";"";"32235644000155";"";" ";"";19/02/2021;"";""
"00000541";"DESTAK COMERCIO CONFECCAO E GRAFICA";"RUA 15 POLO DE MODAS LOTE 04";"GUARA";"BRASILIA";"AC";" ";"71070515";"";"39968131000100";"";" ";"";01/03/2021;"";""
"00000542";"C&M COMERCIO DE TINTAS LTDA ME";"QNN 02 CONJUNTO A LOTE 04 LOJA 01 04/05";"CEILANDIA";"BRASILIA";"DF";" ";"72100970";"";"10868223000129";"";" ";"";29/03/2021;"61 99172711";""
"00000543";"DT TINTAS COMERCIO VAREJISTA LIMITADA";"QNN 18 CONJUNTO E";"CEILANDIA SUL";"BRASILIA";"DF";" ";"72220185";"";"40994045000143";"0803779600105";" ";"";30/03/2021;"61337333373";""
"00000544";"ADERE PRODUTOS AUTO ADESIVOS LTDA";"ESTRADA MUNICIPAL VALENCIO CALEGARI PQ SANTO ANTONIO";"SANTO ANTONIO";"SAO  PAULO";"SP";" ";"13181905";"";"46062030000123";"671211366119";" ";"GIOVANNI";01/04/2021;"";""
"00000545";"DO VALLE TRANSPORTADORA";"TRECHO 05 CONJUNTO 03 LOTE 07/14";"SANTA MARIA";"BRASILIA";"DF";" ";"72549720";"";"01329621000852";"0795140300245";" ";"";19/04/2021;"";""
"00000546";"GRECIELIA PINHEIRO SANTOS DE ANDRADE";"RUA DA FLORESTA 2122 RESIDENCIA";"JARDIM DO CERRADO";"GOIÂNIA";"GO";" ";"72000000";"";"33437352000168";"";" ";"";04/05/2021;"62339229984";""
"00000547";"A.M DE ARAUJO COMERCIO VAREJISTA";"AVENIDA CENTRAL CONJUNTO 13 LOTE 02 LOJA 01 E 02";"";"BRASILIA";"DF";" ";"73062813";"";"36960673000130";"";" ";"";14/05/2021;"";""
"00000548";"RENATA KELLE DE CAMARGOS";"SEGUNDA AVENIDA LOTE 635 B";"NUCLEO BANDEIRANTE";"BRASILIA";"DF";" ";"71710525";"";"24464148000145";"";" ";"";25/05/2021;"";""
"00000549";"THINSOL QUIMICA INDUSTRIA E COM. LTDA";"RUA JOSE ILIO VERONEZ";"DISTRITO INDUSTRIAL VII";"PEDERNEIRAS";"SP";" ";"17284632";"";"96554928000197";"515015625115";" ";"MARCIO";26/05/2021;"14328389000";""
"00000550";"HARTS DISTRIBUIDORA II LTDA";"SCLRN 709 BLOCO D";"ASA NORTE";"BRASILIA";"DF";" ";"70750514";"";"41459045000106";"0804638900178";" ";"";10/06/2021;"61 35911796";""
"00000551";"SAGA SOCIEDADE ANONIMA GOIAS DE AUTOMOVE";"SETORT SGCV";"ZONA INDUSTRIAL";"BRASILIA";"DF";" ";"71215100";"";"01104751000463";"";" ";"";13/07/2021;"";""
"00000552";"MARIA JOSE ADORNO SILVA ME";"QS 11 CONJUNTO U";"AGUAS CLARAS";"BRASILIA";"DF";" ";"71981720";"";"13271873000180";"";" ";"";13/07/2021;"61 33560414";""
"00000553";"RENOVA INDUSTRIA E COMERCIO LTDA";"RUA DO CARLAO 690 VILA LUCINDA";"SANTO ANDRE";"SAO  PAULO";"SP";" ";"09250620";"";"32751769000138";"";" ";"SUELI";14/07/2021;"11 49754800";""
"00000554";"ETICA COMERCIO VAREJISTA DE TINTAS LTDA";"VIRGILIO JUSTINIANO RIBEIRO";"CENTRO";"UNAI";"GO";" ";"38610001";"";"04744446000262";"";" ";"";21/07/2021;"";""
"00000555";"PECISTA DISTRIBUIÇÃO E REP. DE AUTO PEÇAS LTDA";"SOF/SUL QUADRA 07 CONJUNTO B LOTE 05";"GUARA";"BRASILIA";"DF";" ";"21957000";"";"38063210000100";"";" ";"";22/07/2021;"";""
"00000556";"BRASILUX TINTAS TECNICAS LTDA";"R.BAMBOZZI 240 CENTRO";"MATAO";"SAO  PAULO";"SP";" ";"15990668";"";"72770878000117";"441029187111";" ";"";27/07/2021;"";""
"00000557";"NM COMER5CIO DE TINTAS EIRELLI";"QN 122 CONJUNTO 5 SN LOTE 03";"SAMAMBAIA SUL";"BRASILIA";"DF";" ";"72304105";"";"07411661000310";"";" ";"";02/08/2021;"";""
"00000558";"ORBI QUIMICA S/A";"AVENIDA MARIA HELENA";"JARDIM CAPITOLIO";"SAO  PAULO";"SP";" ";"13610410";"";"07704914000182";"";" ";"";06/08/2021;"";""
"00000559";"TINTAS RENOVARE";"AV OTACILIO DOS SANTOS FARIA Q 08";"";"ALEXÂNIA";"GO";" ";"72930000";"";"14042069000192";"";" ";"";11/08/2021;"62 31421342";""
"00000560";"GESSO 2 IRMAOS";"QS 10 LOTE";"AREAL";"BRASILIA";"DF";" ";"71978000";"";"11044388000149";"";" ";"";11/08/2021;"61 33567451";""
"00000561";"YAC INDUSTRIA DE MAQ.DE SOLDA LTDA";"AV.BERTIOGA";"VARZEA PAULISTA";"SAO  PAULO";"SP";" ";"13225000";"";"07232961000170";"";" ";"";16/08/2021;"";""
"00000562";"ALV INDUSTRIA E COMERCIO DE TINTAS LTDA";"RUA MARCOS NICOLAU STRAPASSONI";"DISTRITO INDUSTRIAL RIACHUELO";"SAO  PAULO";"SP";" ";"83430000";"";"05097254000193";"831132981113";" ";"";19/08/2021;"";""
"00000563";"YVYTU INDUSTRIA E COMERCIO FILTROS LTDA";"ALEMEDA BOM PASTOR 3293 BARRO PRETO";"SAO JOSE DOS PINHAIS";"SAO  PAULO";"SP";" ";"83015810";"";"08101290000171";"";" ";"";19/08/2021;"";""
"00000564";"HC PNEUS S.A";"SIA TREVHO LOTE 1711";"";"BRASILIA";"DF";" ";"71200010";"";"00000802000282";"";" ";"";20/08/2021;"";""
"00000565";"AUTOLIMPE INDUSTRIA E COMERCIO DE SANEANTES EIRELI";"QI 16 LOTES 08-10";"SETOR INDUSTRIAL";"BRASILIA";"DF";" ";"72135160";"";"10981210000161";"";" ";"";24/08/2021;"";""
"00000566";"CONCRECON";"STRC TRECHO 02 CONJUNTO D LOTE 05";"GUARA";"BRASILIA";"DF";" ";"71225524";"";"03585304000318";"";" ";"";31/08/2021;"61 33613600";""
"00000567";"GERALDO FRANSCISCO DE OLIVEIRA";"AV GOVERNADOR VALADARES";"546";"UNAÍ";"MG";" ";"38610014";"";"25544263000192";"";" ";"";31/08/2021;"38 36763211";""
"00000568";"POSTO CACHOEIRA";"RUA VIRGILIO JUSTINIANO RIBEIRO";"UNAI";"UNAÍ";"MG";" ";"38610000";"";"15041900000154";"";" ";"";17/09/2021;"";""
"00000569";"ELETRICA DISTRITAL";"SIA QUADRA 4C BLOCO C LOJA 57";"";"BRASILIA";"DF";" ";"71215291";"";"01514533000154";"";" ";"";23/09/2021;"";""
"00000570";"SAINT GOBAIN";"ROD REGIS BITTENCOURT";"AGUA MORNA";"SAO  PAULO";"SP";" ";"06818000";"";"61064838016560";"";" ";"";24/09/2021;"";""
"00000571";"CHIAPERINI INDUSTRIAL LTDA";"AV PROF LUIZA RIBEIRO";"SANTA R DE VITERBO";"SAO  PAULO";"SP";" ";"14270000";"";"59064766000182";"";" ";"";01/10/2021;"";""
"00000572";"ITAU UNIBANCO S.A.";"PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, N. 100,";"";"SAO  PAULO";"SP";" ";"04344902";"";"60701190000104";"";" ";"";04/10/2021;"";""
"00000573";"LIMPEZA.COM COMERCIO DE PRODUTOS DE LIMPEZA E DESC EIRELI";"SIA QUADRA 5 C AREA ESPECIAL";"";"BRASILIA";"DF";" ";"71200055";"";"34185754000185";"";" ";"";07/10/2021;"";""
"00000574";"V&T COMERCIO VAREJISTA DE TINTAS LTDA";"Q 44 CONJUNTO B LOTE 50";"PARQUE DA BARRAGEM SETOR 2";"ÁGUAS LINDAS DE GOIÁS";"GO";" ";"72910100";"";"36113768000208";"108660389";" ";"";13/10/2021;"";""
"00000575";"MARIA JOSE ADORNO SILVA";"QS 11 CONJUNTO U";"AGUAS CLARAS";"BRASILIA";"DF";" ";"71981720";"";"13271873000180";"";" ";"";20/10/2021;"61 33560414";""
"00000576";"DZ9 REPRESENTAÇOES E COMERCIO";"QNM 19 CONJUNTO C";"";"BRASILIA";"DF";" ";"72215193";"";"40968267000191";"";" ";"";20/10/2021;"61996150349";""
"00000577";"PROPEL GLOBAL COM. DE PAPEIS DESC. LTDA";"EUA JOAO XXIII";"SAO JUDAS";"SAO  PAULO";"SP";" ";"06730000";"";"04104365000117";"";" ";"";25/10/2021;"11 21224019";""
"00000578";"BANCO DO BRASIL";"Q SAUN QUADRA 5 LOTE B TORRES I, II E III";"";"BRASILIA";"DF";" ";"70040912";"";"00000000000191";"";" ";"";26/10/2021;"";""
"00000579";"SUPERPRO";"ROD BR 116 KM258 PREDIO 7";"ESTEIO";"MATO PERSO";"RS";" ";"93270000";"";"11071732000199";"";" ";"";27/10/2021;"51 34739670";""
